Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
6/13/2020,ID-RI,Riau,5,0,0,5,127,6,111,10,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.82,20.91,0.00,0.99,0.10,4.72%,87.40%,,1.00
6/13/2020,ID-SR,Sulawesi Barat,0,0,4,-4,97,2,70,25,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,62.18,0.00,1.28,0.13,2.06%,72.16%,0.00,1.00
6/13/2020,ID-SN,Sulawesi Selatan,126,0,36,90,2678,106,870,1702,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,13.37,284.08,0.00,11.24,1.12,3.96%,32.49%,2.07,0.00
6/13/2020,ID-ST,Sulawesi Tengah,9,0,1,8,168,4,97,67,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,3.05,56.84,0.00,1.35,0.14,2.38%,57.74%,,1.00
6/13/2020,ID-SG,Sulawesi Tenggara,2,0,10,-8,279,5,190,84,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.76,105.86,0.00,1.90,0.19,1.79%,68.10%,0.40,1.00
6/13/2020,ID-SA,Sulawesi Utara,16,6,1,9,651,65,103,483,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,6.06,246.42,2.27,24.60,2.46,9.98%,15.82%,0.29,
6/13/2020,ID-SB,Sumatera Barat,3,0,4,-1,674,29,415,230,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.54,122.12,0.00,5.25,0.53,4.30%,61.57%,0.30,1.00
6/13/2020,ID-SS,Sumatera Selatan,23,2,14,7,1319,54,558,707,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,2.80,160.51,0.24,6.57,0.66,4.09%,42.30%,0.68,0.40
6/13/2020,ID-SU,Sumatera Utara,98,2,0,96,861,59,215,587,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,6.59,57.88,0.13,3.97,0.40,6.85%,24.97%,1.18,2.00
6/14/2020,ID-AC,Aceh,5,0,0,5,27,1,20,6,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.95,5.15,0.00,0.19,0.02,3.70%,74.07%,,1.00
6/14/2020,ID-BA,Bali,18,0,8,10,737,5,277,455,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,4.27,174.80,0.00,1.19,0.12,0.68%,37.58%,0.64,0.00
6/14/2020,ID-BT,Banten,9,0,8,1,1194,80,867,247,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.84,111.36,0.00,7.46,0.75,6.70%,72.61%,0.12,0.00
6/14/2020,ID-BE,Bengkulu,3,0,0,3,101,6,58,37,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.50,50.51,0.00,3.00,0.30,5.94%,57.43%,1.00,0.00
6/14/2020,ID-JK,DKI Jakarta,118,9,246,-137,8781,535,4014,4232,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,10.88,809.60,0.83,49.33,4.93,6.09%,45.71%,0.98,1.13
6/14/2020,ID-YO,Daerah Istimewa Yogyakarta,5,0,1,4,268,8,214,46,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.38,73.81,0.00,2.20,0.22,2.99%,79.85%,2.50,1.00
6/14/2020,ID-GO,Gorontalo,0,0,8,-8,185,8,91,86,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,156.69,0.00,6.78,0.68,4.32%,49.19%,0.00,0.00
6/14/2020,IDN,Indonesia,857,43,755,59,38277,2134,14531,21612,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.23,144.34,0.16,8.05,0.80,5.58%,37.96%,0.85,1.00
6/14/2020,ID-JA,Jambi,0,0,0,0,108,0,41,67,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,30.92,0.00,0.00,0.00,0.00%,37.96%,0.00,1.00
6/14/2020,ID-JB,Jawa Barat,22,0,10,12,2912,167,1308,1437,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.49,64.48,0.00,3.70,0.37,5.73%,44.92%,0.96,0.00
6/14/2020,ID-JT,Jawa Tengah,128,7,27,94,2930,174,1168,1588,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,3.52,80.57,0.19,4.78,0.48,5.94%,39.86%,1.27,2.33
6/14/2020,ID-JI,Jawa Timur,194,22,63,109,7600,883,4435,2282,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,4.79,187.75,0.54,21.81,2.18,11.62%,58.36%,0.89,0.96
6/14/2020,ID-KB,Kalimantan Barat,1,0,9,-8,268,4,159,105,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.18,49.42,0.00,0.74,0.07,1.49%,59.33%,,1.00
6/14/2020,ID-KS,Kalimantan Selatan,70,6,29,35,1885,130,231,1524,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,17.40,468.55,1.49,32.31,3.23,6.90%,12.25%,0.57,1.00
6/14/2020,ID-KT,Kalimantan Tengah,0,3,17,-20,586,34,235,317,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,227.99,1.17,13.23,1.32,5.80%,40.10%,0.00,3.00
6/14/2020,ID-KI,Kalimantan Timur,2,0,12,-10,378,4,264,110,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.56,106.41,0.00,1.13,0.11,1.06%,69.84%,0.67,1.00
6/14/2020,ID-KU,Kalimantan Utara,0,0,0,0,170,2,137,31,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,262.18,0.00,3.08,0.31,1.18%,80.59%,1.00,1.00
6/14/2020,ID-BB,Kepulauan Bangka Belitung,8,1,0,7,145,2,64,79,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,5.80,105.09,0.72,1.45,0.14,1.38%,44.14%,2.00,
6/14/2020,ID-KR,Kepulauan Riau,0,0,13,-13,238,16,160,62,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,123.35,0.00,8.29,0.83,6.72%,67.23%,0.00,1.00
6/14/2020,ID-LA,Lampung,1,0,1,0,166,12,115,39,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.11,18.25,0.00,1.32,0.13,7.23%,69.28%,0.08,0.00
6/14/2020,ID-MA,Maluku,21,0,4,17,420,11,110,299,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,11.37,227.38,0.00,5.96,0.60,2.62%,26.19%,1.62,1.00
6/14/2020,ID-MU,Maluku Utara,8,0,8,0,309,22,48,239,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,6.12,236.27,0.00,16.82,1.68,7.12%,15.53%,0.47,1.00
6/14/2020,ID-NB,Nusa Tenggara Barat,11,0,36,-25,915,33,574,308,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,2.09,173.62,0.00,6.26,0.63,3.61%,62.73%,0.85,0.00
6/14/2020,ID-NT,Nusa Tenggara Timur,2,0,0,2,108,1,42,65,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.37,19.96,0.00,0.18,0.02,0.93%,38.89%,,1.00
6/14/2020,ID-PA,Papua,12,0,50,-38,1226,8,131,1087,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,2.76,282.47,0.00,1.84,0.18,0.65%,10.69%,0.29,1.00
6/14/2020,ID-PB,Papua Barat,3,0,1,2,208,3,88,117,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,2.63,182.34,0.00,2.63,0.26,1.44%,42.31%,0.60,0.00
6/14/2020,ID-RI,Riau,0,0,0,0,127,6,111,10,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,20.91,0.00,0.99,0.10,4.72%,87.40%,0.00,1.00
6/14/2020,ID-SR,Sulawesi Barat,1,0,1,0,98,2,71,25,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,62.82,0.00,1.28,0.13,2.04%,72.45%,,1.00
6/14/2020,ID-SN,Sulawesi Selatan,137,3,36,98,2815,109,906,1800,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,14.53,298.61,0.32,11.56,1.16,3.87%,32.18%,1.09,
6/14/2020,ID-ST,Sulawesi Tengah,2,0,18,-16,170,4,115,51,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.68,57.52,0.00,1.35,0.14,2.35%,67.65%,0.22,1.00
6/14/2020,ID-SG,Sulawesi Tenggara,4,0,7,-3,283,5,197,81,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,1.52,107.38,0.00,1.90,0.19,1.77%,69.61%,2.00,1.00
6/14/2020,ID-SA,Sulawesi Utara,7,0,2,5,658,65,105,488,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,2.65,249.06,0.00,24.60,2.46,9.88%,15.96%,0.44,0.00
6/14/2020,ID-SB,Sumatera Barat,7,1,12,-6,681,30,427,224,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,1.27,123.39,0.18,5.44,0.54,4.41%,62.70%,2.33,
6/14/2020,ID-SS,Sumatera Selatan,69,0,61,8,1388,54,619,715,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,8.40,168.91,0.00,6.57,0.66,3.89%,44.60%,3.00,0.00
6/14/2020,ID-SU,Sumatera Utara,8,0,7,1,869,59,222,588,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.54,58.42,0.00,3.97,0.40,6.79%,25.55%,0.08,0.00
6/15/2020,ID-AC,Aceh,0,0,0,0,27,1,20,6,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,5.15,0.00,0.19,0.02,3.70%,74.07%,0.00,1.00
6/15/2020,ID-BA,Bali,19,0,27,-8,756,5,304,447,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,4.51,179.31,0.00,1.19,0.12,0.66%,40.21%,1.06,1.00
6/15/2020,ID-BT,Banten,4,0,25,-21,1198,80,892,226,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.37,111.73,0.00,7.46,0.75,6.68%,74.46%,0.44,1.00
6/15/2020,ID-BE,Bengkulu,0,0,4,-4,101,6,62,33,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,50.51,0.00,3.00,0.30,5.94%,61.39%,0.00,1.00
6/15/2020,ID-JK,DKI Jakarta,141,2,111,28,8922,537,4125,4260,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,13.00,822.60,0.18,49.51,4.95,6.02%,46.23%,1.19,0.22
6/15/2020,ID-YO,Daerah Istimewa Yogyakarta,3,0,2,1,271,8,216,47,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.83,74.63,0.00,2.20,0.22,2.95%,79.70%,0.60,1.00
6/15/2020,ID-GO,Gorontalo,23,0,1,22,208,8,92,108,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,19.48,176.17,0.00,6.78,0.68,3.85%,44.23%,,1.00
6/15/2020,IDN,Indonesia,1017,64,592,361,39294,2198,15123,21973,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.84,148.18,0.24,8.29,0.83,5.59%,38.49%,1.19,1.49
6/15/2020,ID-JA,Jambi,0,0,0,0,108,0,41,67,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,30.92,0.00,0.00,0.00,0.00%,37.96%,1.00,1.00
6/15/2020,ID-JB,Jawa Barat,41,1,13,27,2953,168,1321,1464,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.91,65.39,0.02,3.72,0.37,5.69%,44.73%,1.86,
6/15/2020,ID-JT,Jawa Tengah,149,21,49,79,3079,195,1217,1667,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,4.10,84.67,0.58,5.36,0.54,6.33%,39.53%,1.16,3.00
6/15/2020,ID-JI,Jawa Timur,312,30,95,187,7912,913,4530,2469,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.71,195.46,0.74,22.55,2.26,11.54%,57.25%,1.61,1.36
6/15/2020,ID-KB,Kalimantan Barat,0,0,7,-7,268,4,166,98,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,49.42,0.00,0.74,0.07,1.49%,61.94%,0.00,1.00
6/15/2020,ID-KS,Kalimantan Selatan,66,4,16,46,1951,134,247,1570,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,16.41,484.96,0.99,33.31,3.33,6.87%,12.66%,0.94,0.67
6/15/2020,ID-KT,Kalimantan Tengah,45,4,2,39,631,38,237,356,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,17.51,245.50,1.56,14.78,1.48,6.02%,37.56%,,1.33
6/15/2020,ID-KI,Kalimantan Timur,4,0,1,3,382,4,265,113,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.13,107.54,0.00,1.13,0.11,1.05%,69.37%,2.00,1.00
6/15/2020,ID-KU,Kalimantan Utara,0,0,0,0,170,2,137,31,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,262.18,0.00,3.08,0.31,1.18%,80.59%,1.00,1.00
6/15/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,145,2,64,79,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,105.09,0.00,1.45,0.14,1.38%,44.14%,0.00,0.00
6/15/2020,ID-KR,Kepulauan Riau,15,0,3,12,253,16,163,74,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,7.77,131.13,0.00,8.29,0.83,6.32%,64.43%,,1.00
6/15/2020,ID-LA,Lampung,0,0,0,0,166,12,115,39,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,18.25,0.00,1.32,0.13,7.23%,69.28%,0.00,1.00
6/15/2020,ID-MA,Maluku,32,1,0,31,452,12,110,330,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,17.32,244.71,0.54,6.50,0.65,2.65%,24.34%,1.52,
6/15/2020,ID-MU,Maluku Utara,2,0,0,2,311,22,48,241,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,1.53,237.80,0.00,16.82,1.68,7.07%,15.43%,0.25,1.00
6/15/2020,ID-NB,Nusa Tenggara Barat,22,2,31,-11,937,35,605,297,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.17,177.79,0.38,6.64,0.66,3.74%,64.57%,2.00,
6/15/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,108,1,42,65,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,19.96,0.00,0.18,0.02,0.93%,38.89%,0.00,1.00
6/15/2020,ID-PA,Papua,0,0,63,-63,1226,8,194,1024,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,282.47,0.00,1.84,0.18,0.65%,15.82%,0.00,1.00
6/15/2020,ID-PB,Papua Barat,1,0,0,1,209,3,88,118,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.88,183.22,0.00,2.63,0.26,1.44%,42.11%,0.33,1.00
6/15/2020,ID-RI,Riau,1,1,2,-2,128,7,113,8,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,21.07,0.16,1.15,0.12,5.47%,88.28%,,
6/15/2020,ID-SR,Sulawesi Barat,0,0,0,0,98,2,71,25,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,62.82,0.00,1.28,0.13,2.04%,72.45%,0.00,1.00
6/15/2020,ID-SN,Sulawesi Selatan,103,8,142,-47,2918,117,1048,1753,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,10.93,309.54,0.85,12.41,1.24,4.01%,35.92%,0.75,2.67
6/15/2020,ID-ST,Sulawesi Tengah,1,0,6,-5,171,4,121,46,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,57.86,0.00,1.35,0.14,2.34%,70.76%,0.50,1.00
6/15/2020,ID-SG,Sulawesi Tenggara,3,0,2,1,286,5,199,82,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,1.14,108.52,0.00,1.90,0.19,1.75%,69.58%,0.75,1.00
6/15/2020,ID-SA,Sulawesi Utara,17,0,7,10,675,65,112,498,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,6.43,255.50,0.00,24.60,2.46,9.63%,16.59%,2.43,1.00
6/15/2020,ID-SB,Sumatera Barat,0,0,0,0,681,30,427,224,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,123.39,0.00,5.44,0.54,4.41%,62.70%,0.00,0.00
6/15/2020,ID-SS,Sumatera Selatan,49,2,31,16,1437,56,650,731,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,5.96,174.87,0.24,6.81,0.68,3.90%,45.23%,0.71,
6/15/2020,ID-SU,Sumatera Utara,63,5,4,54,932,64,226,642,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,4.24,62.66,0.34,4.30,0.43,6.87%,24.25%,7.88,
6/16/2020,ID-AC,Aceh,0,0,1,-1,27,1,21,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,5.15,0.00,0.19,0.02,3.70%,77.78%,1.00,1.00
6/16/2020,ID-BA,Bali,22,0,8,14,778,5,312,461,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,5.22,184.53,0.00,1.19,0.12,0.64%,40.10%,1.16,1.00
6/16/2020,ID-BT,Banten,37,0,9,28,1235,80,901,254,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,3.45,115.18,0.00,7.46,0.75,6.48%,72.96%,9.25,1.00
6/16/2020,ID-BE,Bengkulu,3,0,1,2,104,6,63,35,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.50,52.01,0.00,3.00,0.30,5.77%,60.58%,,1.00
6/16/2020,ID-JK,DKI Jakarta,97,0,132,-35,9019,537,4257,4225,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,8.94,831.54,0.00,49.51,4.95,5.95%,47.20%,0.69,0.00
6/16/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,4,-3,272,8,220,44,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,74.91,0.00,2.20,0.22,2.94%,80.88%,0.33,1.00
6/16/2020,ID-GO,Gorontalo,6,0,2,4,214,8,94,112,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,5.08,181.26,0.00,6.78,0.68,3.74%,43.93%,0.26,1.00
6/16/2020,IDN,Indonesia,1106,33,580,493,40400,2231,15703,22466,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.17,152.35,0.12,8.41,0.84,5.52%,38.87%,1.09,0.52
6/16/2020,ID-JA,Jambi,0,0,8,-8,108,0,49,59,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,30.92,0.00,0.00,0.00,0.00%,45.37%,1.00,1.00
6/16/2020,ID-JB,Jawa Barat,25,0,30,-5,2978,168,1351,1459,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.55,65.94,0.00,3.72,0.37,5.64%,45.37%,0.61,0.00
6/16/2020,ID-JT,Jawa Tengah,83,6,23,54,3162,201,1240,1721,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.28,86.95,0.16,5.53,0.55,6.36%,39.22%,0.56,0.29
6/16/2020,ID-JI,Jawa Timur,204,22,59,123,8116,935,4589,2592,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,5.04,200.50,0.54,23.10,2.31,11.52%,56.54%,0.65,0.73
6/16/2020,ID-KB,Kalimantan Barat,2,0,1,1,270,4,167,99,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.37,49.79,0.00,0.74,0.07,1.48%,61.85%,,1.00
